investor_id,avg_days_between_investments,is_at_risk
INV004295,42.3,True
INV004296,51.1,True
INV004297,44.0,True
INV004298,43.7,True
INV004299,49.1,True
INV004300,32.8,False
INV004302,64.3,True
INV004303,45.5,True
INV004306,43.2,True
INV004307,50.5,True
INV004308,56.4,True
INV004310,79.6,True
INV004314,51.9,True
INV004316,33.0,False
INV004318,49.8,True
INV004319,44.0,True
INV004320,83.4,True
INV004321,33.6,False
INV004322,58.0,True
INV004324,42.4,True
INV004326,32.8,False
INV004329,80.6,True
INV004332,45.3,True
INV004333,39.3,True
INV004334,76.4,True
INV004335,56.4,True
INV004336,71.3,True
INV004337,74.4,True
INV004338,40.0,True
INV004339,56.5,True
INV004340,62.5,True
INV004341,56.1,True
INV004342,77.6,True
INV004343,40.1,True
INV004345,36.5,True
INV004346,67.4,True
INV004347,47.4,True
INV004348,42.8,True
INV004349,47.9,True
INV004352,79.8,True
INV004353,50.4,True
INV004354,59.6,True
INV004356,38.7,True
INV004357,56.3,True
INV004358,41.5,True
INV004360,58.5,True
INV004361,47.9,True
INV004362,41.8,True
INV004363,53.3,True
INV004364,44.8,True
INV004365,41.8,True
INV004366,44.6,True
INV004367,79.5,True
INV004368,64.8,True
INV004369,45.9,True
INV004372,33.9,False
INV004374,53.6,True
INV004375,83.6,True
INV004376,39.7,True
INV004378,81.2,True
INV004379,56.4,True
INV004380,96.8,True
INV004381,70.3,True
INV004384,52.8,True
INV004388,42.7,True
INV004391,49.0,True
INV004392,50.2,True
INV004393,45.8,True
INV004398,93.0,True
INV004400,39.0,True
INV004401,61.1,True
INV004403,45.6,True
INV004407,43.5,True
INV004408,63.7,True
INV004410,37.2,True
INV004411,53.4,True
INV004412,70.6,True
INV004413,48.3,True
INV004414,41.9,True
INV004418,39.5,True
INV004421,56.8,True
INV004427,46.2,True
INV004428,37.3,True
INV004434,45.7,True
INV004436,53.9,True
INV004437,51.3,True
INV004439,57.8,True
INV004440,67.8,True
INV004442,41.6,True
INV004443,42.0,True
INV004445,85.2,True
INV004446,45.1,True
INV004447,33.2,False
INV004448,49.3,True
INV004450,33.9,False
INV004451,60.4,True
INV004452,48.6,True
INV004454,49.2,True
INV004455,33.4,False
INV004457,47.7,True
INV004458,29.4,False
INV004459,39.5,True
INV004460,34.0,False
INV004461,32.4,False
INV004463,52.7,True
INV004464,53.6,True
INV004465,44.8,True
INV004466,51.3,True
INV004467,48.6,True
INV004468,57.6,True
INV004472,49.9,True
INV004473,48.9,True
INV004474,66.7,True
INV004475,40.7,True
INV004476,56.8,True
INV004477,45.7,True
INV004481,31.8,False
INV004482,70.3,True
INV004483,83.6,True
INV004484,35.2,True
INV004486,77.0,True
INV004487,19.7,False
INV004492,61.3,True
INV004493,50.3,True
INV004495,67.7,True
INV004496,49.7,True
INV004497,45.6,True
INV004498,76.3,True
INV004502,44.7,True
INV004504,42.9,True
INV004505,43.0,True
INV004508,42.6,True
INV004509,81.6,True
INV004510,78.7,True
INV004511,66.8,True
INV004513,53.4,True
INV004514,84.8,True
INV004515,50.1,True
INV004517,61.9,True
INV004518,70.8,True
INV004519,68.7,True
INV004520,65.0,True
INV004521,33.0,False
INV004522,93.8,True
INV004523,48.4,True
INV004526,37.9,True
INV004527,50.9,True
INV004528,54.0,True
INV004529,65.7,True
INV004531,47.6,True
INV004533,53.7,True
INV004534,49.4,True
INV004540,33.5,False
INV004542,32.6,False
INV004544,48.9,True
INV004545,42.0,True
INV004547,41.1,True
INV004548,99.8,True
INV004549,67.8,True
INV004551,46.8,True
INV004553,56.1,True
INV004555,42.0,True
INV004560,43.0,True
INV004562,52.4,True
INV004563,55.9,True
INV004565,77.8,True
INV004567,76.3,True
INV004574,36.5,True
INV004576,60.9,True
INV004578,58.4,True
INV004579,31.0,False
INV004581,63.1,True
INV004582,50.5,True
INV004583,78.7,True
INV004584,34.2,False
INV004587,71.8,True
INV004589,47.3,True
INV004591,48.5,True
INV004592,45.8,True
INV004593,48.0,True
INV004594,43.3,True
INV004595,37.4,True
INV004598,38.3,True
INV004600,48.4,True
INV004602,43.4,True
INV004605,49.3,True
INV004606,43.3,True
INV004607,49.0,True
INV004608,42.8,True
INV004609,81.8,True
INV004611,33.4,False
INV004614,49.8,True
INV004616,69.4,True
INV004617,43.2,True
INV004619,45.7,True
INV004621,39.5,True
INV004623,61.6,True
INV004625,48.2,True
INV004626,72.2,True
INV004627,48.6,True
INV004629,41.1,True
INV004630,36.8,True
INV004631,47.0,True
INV004633,45.1,True
INV004634,65.6,True
INV004635,44.0,True
INV004636,41.3,True
INV004638,43.1,True
INV004639,57.9,True
INV004640,42.2,True
INV004641,37.7,True
INV004642,65.8,True
INV004643,37.0,True
INV004646,48.4,True
INV004647,54.9,True
INV004648,39.7,True
INV004650,44.9,True
INV004651,47.8,True
INV004653,70.4,True
INV004654,64.7,True
INV004655,56.7,True
INV004656,80.5,True
INV004659,44.0,True
INV004660,72.2,True
INV004661,48.8,True
INV004664,62.8,True
INV004665,46.3,True
INV004666,70.2,True
INV004669,58.4,True
INV004672,44.4,True
INV004673,46.1,True
INV004678,82.7,True
INV004680,40.4,True
INV004682,33.8,False
INV004687,62.0,True
INV004688,45.0,True
INV004689,48.0,True
INV004691,54.4,True
INV004692,44.8,True
INV004693,59.1,True
INV004694,73.2,True
INV004695,55.3,True
INV004701,46.8,True
INV004704,43.1,True
INV004709,67.4,True
INV004711,54.4,True
INV004712,37.2,True
INV004715,48.7,True
INV004716,55.5,True
INV004719,38.6,True
INV004720,52.1,True
INV004722,54.2,True
INV004724,68.0,True
INV004731,55.7,True
INV004733,37.5,True
INV004734,61.5,True
INV004735,94.8,True
INV004737,44.6,True
INV004738,46.6,True
INV004739,59.9,True
INV004741,50.4,True
INV004742,60.7,True
INV004744,46.6,True
INV004745,54.1,True
INV004747,92.8,True
INV004748,59.4,True
INV004752,57.3,True
INV004753,39.0,True
INV004754,58.7,True
INV004755,40.8,True
INV004756,47.2,True
INV004761,41.0,True
INV004763,45.5,True
INV004764,41.5,True
INV004769,57.6,True
INV004770,46.6,True
INV004771,75.7,True
INV004774,53.4,True
INV004776,51.0,True
INV004780,41.2,True
INV004784,84.8,True
INV004785,62.1,True
INV004787,54.8,True
INV004790,35.2,True
INV004794,52.1,True
INV004796,28.8,False
INV004797,50.5,True
INV004798,53.0,True
INV004801,81.4,True
INV004802,36.0,True
INV004803,83.2,True
INV004804,37.1,True
INV004805,36.4,True
INV004807,51.6,True
INV004811,40.4,True
INV004812,50.6,True
INV004813,40.7,True
INV004817,95.2,True
INV004818,44.0,True
INV004819,42.1,True
INV004821,30.9,False
INV004822,44.1,True
INV004823,51.8,True
INV004825,46.7,True
INV004826,44.3,True
INV004827,63.7,True
INV004828,49.7,True
INV004829,67.0,True
INV004830,70.8,True
INV004831,83.8,True
INV004833,42.5,True
INV004834,34.3,False
INV004835,60.5,True
INV004836,48.2,True
INV004837,74.5,True
INV004840,39.3,True
INV004841,52.4,True
INV004843,50.9,True
INV004844,44.4,True
INV004845,47.2,True
INV004846,59.5,True
INV004847,55.1,True
INV004848,45.3,True
INV004849,39.0,True
INV004850,38.4,True
INV004851,65.7,True
INV004853,57.5,True
INV004854,96.0,True
INV004855,34.1,False
INV004857,70.3,True
INV004858,67.0,True
INV004860,49.0,True
INV004863,47.1,True
INV004864,38.5,True
INV004865,45.8,True
INV004866,36.9,True
INV004868,36.1,True
INV004871,45.9,True
INV004874,46.8,True
INV004875,58.6,True
INV004876,82.0,True
INV004877,80.5,True
INV004880,58.2,True
INV004885,42.8,True
INV004886,65.8,True
INV004887,57.1,True
INV004888,53.5,True
INV004889,44.7,True
INV004891,43.0,True
INV004892,58.3,True
INV004896,39.7,True
INV004899,67.0,True
INV004900,42.3,True
INV004901,41.5,True
INV004903,86.2,True
INV004908,74.4,True
INV004910,47.7,True
INV004911,34.7,False
INV004913,48.3,True
INV004914,60.9,True
INV004915,56.9,True
INV004916,54.1,True
INV004917,59.3,True
INV004918,55.1,True
INV004919,50.5,True
INV004922,39.0,True
INV004924,53.1,True
INV004925,51.0,True
INV004926,43.6,True
INV004927,39.2,True
INV004930,75.0,True
INV004932,52.2,True
INV004933,45.3,True
INV004934,47.1,True
INV004938,70.0,True
INV004939,38.8,True
INV004942,25.6,False
INV004945,58.4,True
INV004947,44.6,True
INV004948,54.7,True
INV004950,73.2,True
INV004951,73.6,True
INV004953,44.8,True
INV004956,41.4,True
INV004957,68.6,True
INV004958,62.7,True
INV004959,44.2,True
INV004961,59.1,True
INV004962,38.8,True
INV004963,73.3,True
INV004967,57.9,True
INV004968,24.5,False
INV004969,46.0,True
INV004970,68.5,True
INV004972,84.8,True
INV004973,44.0,True
INV004974,36.7,True
INV004978,55.1,True
INV004980,57.7,True
INV004981,43.1,True
INV004982,52.0,True
INV004983,41.6,True
INV004984,41.1,True
INV004986,69.7,True
INV004989,61.7,True
INV004990,51.5,True
INV004992,44.5,True
INV004993,74.3,True
INV004996,41.7,True
INV004997,48.2,True
INV004998,80.2,True
INV004999,54.9,True
