investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV002671,2024-11-15,119120,SIP,5230.0,Madhya Pradesh,Indore,T30,18-25,Male,6.3,Mandate,Verified
INV001112,2024-11-15,102885,SIP,11413.0,Delhi,Gurugram,T30,46-55,Male,82.5,Net Banking,Verified
INV000236,2024-11-15,118636,SIP,3250.0,Karnataka,Bangalore,T30,36-45,Male,26.2,Net Banking,Pending
INV002657,2024-11-15,120505,SIP,9235.0,Punjab,Amritsar,B30,36-45,Male,50.0,Mandate,Verified
INV001891,2024-11-15,119092,SIP,1637.0,West Bengal,Kolkata,T30,26-35,Male,22.2,UPI,Verified
INV003282,2024-11-15,102885,SIP,468.0,Madhya Pradesh,Bhopal,B30,18-25,Male,7.6,Cheque,Verified
INV001147,2024-11-15,119094,Lumpsum,403637.0,Tamil Nadu,Coimbatore,B30,36-45,Female,14.6,Mandate,Verified
INV000339,2024-11-15,100016,SIP,27710.0,Uttar Pradesh,Kanpur,B30,26-35,Male,22.3,Net Banking,Verified
INV003678,2024-11-15,119120,SIP,3490.0,Gujarat,Ahmedabad,T30,26-35,Male,6.6,Cheque,Verified
INV000795,2024-11-15,118634,Lumpsum,32927.0,Uttar Pradesh,Kanpur,B30,36-45,Male,37.2,Net Banking,Verified
INV003057,2024-11-15,118634,Redemption,198137.0,Punjab,Chandigarh,T30,18-25,Male,6.4,UPI,Verified
INV000858,2024-11-15,102887,Redemption,250412.0,Tamil Nadu,Chennai,T30,36-45,Female,28.7,Cheque,Verified
INV001353,2024-11-15,118636,SIP,4726.0,Punjab,Amritsar,B30,26-35,Male,6.5,UPI,Verified
INV003140,2024-11-15,120504,Lumpsum,171433.0,West Bengal,Kolkata,T30,26-35,Male,16.9,UPI,Verified
INV004087,2024-11-15,101207,Lumpsum,224044.0,Uttar Pradesh,Lucknow,T30,18-25,Male,5.5,UPI,Verified
INV003763,2024-11-15,118633,SIP,4796.0,Haryana,Faridabad,B30,26-35,Female,19.1,UPI,Verified
INV001331,2024-11-15,100016,Lumpsum,44991.0,Gujarat,Ahmedabad,T30,26-35,Male,17.5,Mandate,Verified
INV003783,2024-11-15,120844,SIP,4537.0,Madhya Pradesh,Indore,T30,18-25,Male,3.5,UPI,Verified
INV004135,2024-11-15,119598,Redemption,337462.0,Tamil Nadu,Coimbatore,B30,26-35,Female,18.7,Net Banking,Verified
INV000444,2024-11-15,149324,Lumpsum,14028.0,Maharashtra,Pune,T30,36-45,Female,42.1,Net Banking,Verified
INV003970,2024-11-15,119094,SIP,4102.0,Telangana,Hyderabad,T30,18-25,Male,4.1,Net Banking,Verified
INV002185,2024-11-15,148567,Lumpsum,331692.0,Punjab,Chandigarh,T30,26-35,Male,21.0,UPI,Pending
INV003778,2024-11-15,120505,Lumpsum,356733.0,Tamil Nadu,Chennai,T30,36-45,Male,59.4,Cheque,Verified
INV003499,2024-11-15,120843,SIP,562.0,Karnataka,Mysore,B30,18-25,Male,4.7,Mandate,Verified
INV003017,2024-11-15,120841,Lumpsum,356696.0,West Bengal,Kolkata,T30,56+,Male,75.3,UPI,Verified
INV002081,2024-11-15,125498,Lumpsum,43482.0,Telangana,Hyderabad,T30,26-35,Male,14.2,Net Banking,Verified
INV001337,2024-11-15,125498,Lumpsum,337556.0,Tamil Nadu,Chennai,T30,26-35,Male,10.0,Mandate,Verified
INV000751,2024-11-15,149323,SIP,5471.0,Uttar Pradesh,Kanpur,B30,36-45,Male,17.7,Net Banking,Verified
INV001775,2024-11-15,120844,SIP,3009.0,Uttar Pradesh,Kanpur,B30,26-35,Female,8.3,Mandate,Verified
INV003907,2024-11-15,120504,SIP,21558.0,Gujarat,Surat,T30,46-55,Male,62.6,Net Banking,Verified
INV002578,2024-11-15,148568,Lumpsum,18236.0,Telangana,Hyderabad,T30,26-35,Male,20.9,Net Banking,Verified
INV001052,2024-11-15,101207,SIP,977.0,Karnataka,Mysore,B30,26-35,Female,8.6,Net Banking,Verified
INV002744,2024-11-15,125497,SIP,2576.0,Karnataka,Bangalore,T30,36-45,Male,25.9,Mandate,Verified
INV000554,2024-11-15,101206,Redemption,284712.0,Delhi,Noida,T30,36-45,Male,12.3,Cheque,Verified
INV002276,2024-11-15,148567,SIP,5344.0,Telangana,Hyderabad,T30,46-55,Male,88.0,Cheque,Verified
INV000920,2024-11-15,119092,Lumpsum,435975.0,Delhi,Gurugram,T30,56+,Male,19.8,Cheque,Verified
INV003243,2024-11-15,118632,SIP,579.0,Rajasthan,Jaipur,T30,18-25,Female,4.0,Net Banking,Verified
INV003276,2024-11-15,148567,SIP,8191.0,Telangana,Hyderabad,T30,46-55,Male,45.0,Cheque,Verified
INV002737,2024-11-15,120505,SIP,17075.0,Gujarat,Ahmedabad,T30,18-25,Female,5.4,Mandate,Pending
INV000321,2024-11-15,148568,SIP,14286.0,Maharashtra,Mumbai,T30,26-35,Male,24.2,UPI,Verified
INV003296,2024-11-15,120505,Lumpsum,59896.0,Haryana,Gurugram,T30,26-35,Female,11.3,Net Banking,Verified
INV002051,2024-11-15,125498,SIP,2094.0,Gujarat,Ahmedabad,T30,46-55,Female,56.2,Mandate,Verified
INV004065,2024-11-15,120505,Redemption,475285.0,Tamil Nadu,Chennai,T30,26-35,Male,6.1,Net Banking,Verified
INV003161,2024-11-15,120506,Lumpsum,372947.0,Uttar Pradesh,Kanpur,B30,36-45,Female,30.2,Net Banking,Verified
INV004238,2024-11-15,101206,SIP,4921.0,Haryana,Faridabad,B30,36-45,Male,40.2,Net Banking,Verified
INV001260,2024-11-15,102885,Redemption,352411.0,Delhi,Gurugram,T30,26-35,Male,23.4,UPI,Verified
INV000702,2024-11-15,119095,Redemption,274867.0,Tamil Nadu,Coimbatore,B30,46-55,Female,94.1,Cheque,Verified
INV002533,2024-11-15,120505,SIP,4743.0,Haryana,Faridabad,B30,46-55,Male,73.5,Net Banking,Verified
INV003549,2024-11-15,119599,Redemption,256179.0,Maharashtra,Pune,T30,56+,Male,76.9,UPI,Verified
INV000113,2024-11-15,100033,SIP,10401.0,Punjab,Chandigarh,T30,26-35,Female,7.3,Cheque,Verified
INV002236,2024-11-15,102885,Redemption,428610.0,Delhi,New Delhi,T30,26-35,Male,21.6,UPI,Verified
INV001739,2024-11-15,102885,SIP,58708.0,West Bengal,Kolkata,T30,36-45,Female,45.5,Mandate,Pending
INV004923,2024-11-15,102886,SIP,21697.0,Karnataka,Mysore,B30,26-35,Male,19.3,Cheque,Verified
INV003073,2024-11-15,120504,Redemption,339801.0,Punjab,Amritsar,B30,26-35,Male,11.9,Cheque,Verified
INV000941,2024-11-15,118635,Lumpsum,193849.0,Rajasthan,Udaipur,B30,26-35,Male,7.2,Cheque,Verified
INV003611,2024-11-15,102886,SIP,40203.0,Uttar Pradesh,Kanpur,B30,18-25,Male,4.8,Mandate,Verified
INV000283,2024-11-15,119598,Lumpsum,314691.0,West Bengal,Kolkata,T30,46-55,Male,18.1,Cheque,Verified
INV004345,2024-11-15,118636,SIP,506.0,West Bengal,Kolkata,T30,36-45,Female,33.3,Cheque,Verified
INV003297,2024-11-15,148568,SIP,2905.0,Madhya Pradesh,Bhopal,B30,36-45,Female,16.3,Net Banking,Verified
INV000383,2024-11-16,120507,Lumpsum,167914.0,Telangana,Hyderabad,T30,26-35,Female,23.4,UPI,Verified
INV000788,2024-11-16,149324,Lumpsum,273569.0,Haryana,Gurugram,T30,26-35,Male,20.7,UPI,Verified
INV000339,2024-11-16,120844,SIP,12489.0,Uttar Pradesh,Kanpur,B30,26-35,Male,22.3,Cheque,Verified
INV004103,2024-11-16,118632,Lumpsum,83786.0,Gujarat,Ahmedabad,T30,46-55,Male,45.0,Net Banking,Verified
INV003381,2024-11-16,149323,SIP,25399.0,Madhya Pradesh,Indore,T30,36-45,Female,12.1,Net Banking,Verified
INV000117,2024-11-16,118636,SIP,2919.0,Karnataka,Bangalore,T30,26-35,Female,15.6,Net Banking,Verified
INV000013,2024-11-16,119598,SIP,11684.0,Maharashtra,Nashik,B30,18-25,Male,5.2,Cheque,Verified
INV004168,2024-11-16,100033,SIP,2011.0,Maharashtra,Nashik,B30,36-45,Female,20.9,Mandate,Pending
INV001451,2024-11-16,119092,SIP,26908.0,Madhya Pradesh,Indore,T30,36-45,Male,33.0,Mandate,Pending
INV002647,2024-11-16,101207,SIP,21809.0,Rajasthan,Jaipur,T30,46-55,Male,87.0,Cheque,Pending
INV001287,2024-11-16,119599,SIP,15131.0,Telangana,Hyderabad,T30,36-45,Female,19.1,UPI,Verified
INV003868,2024-11-16,120505,SIP,15771.0,Gujarat,Surat,T30,36-45,Male,25.8,Mandate,Verified
INV000039,2024-11-16,101207,SIP,57252.0,Madhya Pradesh,Bhopal,B30,26-35,Male,6.5,Cheque,Verified
INV000415,2024-11-16,120507,SIP,5251.0,Maharashtra,Pune,T30,36-45,Female,20.3,Cheque,Verified
INV001799,2024-11-16,119599,SIP,6191.0,Rajasthan,Udaipur,B30,56+,Female,45.2,Cheque,Verified
INV000365,2024-11-16,102886,Lumpsum,44320.0,Tamil Nadu,Chennai,T30,46-55,Male,67.2,Net Banking,Verified
INV003528,2024-11-16,120842,SIP,3008.0,Madhya Pradesh,Bhopal,B30,18-25,Female,3.6,Net Banking,Verified
INV002372,2024-11-16,101206,SIP,1758.0,Maharashtra,Pune,T30,36-45,Female,28.6,UPI,Verified
INV000500,2024-11-16,119551,SIP,8845.0,West Bengal,Kolkata,T30,26-35,Female,19.9,Cheque,Verified
INV001942,2024-11-16,118633,SIP,47641.0,Tamil Nadu,Coimbatore,B30,26-35,Female,20.3,Cheque,Pending
INV004529,2024-11-16,101207,SIP,401.0,Uttar Pradesh,Kanpur,B30,18-25,Male,6.3,Mandate,Verified
INV001458,2024-11-16,119120,SIP,10973.0,Tamil Nadu,Coimbatore,B30,46-55,Male,34.9,Net Banking,Verified
INV002933,2024-11-16,120505,SIP,47279.0,Madhya Pradesh,Indore,T30,36-45,Female,39.4,Mandate,Verified
INV001186,2024-11-16,149323,SIP,7645.0,Maharashtra,Pune,T30,26-35,Male,19.8,UPI,Verified
INV000024,2024-11-16,120503,Lumpsum,509922.0,Delhi,Gurugram,T30,36-45,Female,27.0,Net Banking,Verified
INV000780,2024-11-16,149322,SIP,6159.0,Rajasthan,Jaipur,T30,26-35,Male,13.2,UPI,Pending
INV001395,2024-11-16,118632,SIP,3573.0,Telangana,Hyderabad,T30,56+,Male,53.5,UPI,Verified
INV003880,2024-11-16,119094,SIP,15563.0,Gujarat,Surat,T30,26-35,Male,9.6,Cheque,Verified
INV004751,2024-11-16,118636,SIP,3428.0,Maharashtra,Pune,T30,36-45,Female,15.6,Cheque,Pending
INV003974,2024-11-16,148568,SIP,502.0,Maharashtra,Nashik,B30,46-55,Male,73.6,UPI,Verified
INV003000,2024-11-16,119120,SIP,1693.0,Delhi,Gurugram,T30,36-45,Male,32.3,UPI,Verified
INV001878,2024-11-16,102886,Lumpsum,77938.0,West Bengal,Kolkata,T30,26-35,Male,7.8,Mandate,Verified
INV002497,2024-11-16,118636,Lumpsum,253926.0,Telangana,Hyderabad,T30,26-35,Female,13.0,UPI,Verified
INV000969,2024-11-16,125498,Lumpsum,400438.0,Uttar Pradesh,Lucknow,T30,18-25,Male,6.2,Mandate,Verified
INV001014,2024-11-16,120504,Lumpsum,263591.0,Punjab,Chandigarh,T30,18-25,Female,6.9,Cheque,Verified
INV004859,2024-11-16,125497,Lumpsum,85938.0,Uttar Pradesh,Kanpur,B30,18-25,Male,3.3,Cheque,Verified
INV004911,2024-11-16,119094,SIP,507.0,West Bengal,Kolkata,T30,26-35,Female,9.4,Net Banking,Verified
INV003521,2024-11-16,149323,SIP,2362.0,Rajasthan,Jaipur,T30,46-55,Male,95.4,UPI,Verified
INV003630,2024-11-16,120505,SIP,2366.0,Karnataka,Bangalore,T30,18-25,Female,4.9,UPI,Verified
INV000090,2024-11-16,119598,Lumpsum,416265.0,Rajasthan,Udaipur,B30,26-35,Female,23.7,Cheque,Verified
INV001936,2024-11-16,148568,Lumpsum,298176.0,West Bengal,Kolkata,T30,36-45,Female,42.7,Cheque,Verified
INV000257,2024-11-16,118632,SIP,11562.0,Gujarat,Surat,T30,36-45,Male,27.9,UPI,Verified
INV004487,2024-11-16,102886,Redemption,500166.0,Maharashtra,Nashik,B30,26-35,Female,24.4,Net Banking,Verified
INV002423,2024-11-16,125498,SIP,16966.0,Haryana,Gurugram,T30,46-55,Male,38.7,Mandate,Verified
INV000185,2024-11-16,118634,SIP,4800.0,Telangana,Hyderabad,T30,46-55,Male,50.3,Cheque,Verified
INV000189,2024-11-16,119092,SIP,936.0,Uttar Pradesh,Lucknow,T30,36-45,Male,47.3,Mandate,Verified
INV001080,2024-11-16,148567,SIP,1111.0,Tamil Nadu,Chennai,T30,18-25,Female,7.3,UPI,Pending
INV004748,2024-11-16,119120,Redemption,267971.0,Delhi,Noida,T30,26-35,Male,12.6,UPI,Verified
INV004226,2024-11-16,120841,Redemption,327701.0,Punjab,Chandigarh,T30,18-25,Male,3.9,Mandate,Verified
INV000061,2024-11-16,119598,Redemption,217242.0,Tamil Nadu,Chennai,T30,26-35,Female,23.3,Cheque,Verified
INV003868,2024-11-16,120844,Lumpsum,125293.0,Gujarat,Surat,T30,36-45,Male,25.8,Net Banking,Verified
INV001320,2024-11-16,149322,SIP,24400.0,Punjab,Amritsar,B30,36-45,Male,31.8,UPI,Verified
INV001596,2024-11-16,118636,Lumpsum,168822.0,Telangana,Hyderabad,T30,46-55,Male,61.3,UPI,Verified
INV000556,2024-11-16,101206,SIP,2653.0,Rajasthan,Udaipur,B30,18-25,Male,7.2,Mandate,Verified
INV004001,2024-11-16,148567,SIP,1099.0,Delhi,Noida,T30,56+,Female,52.7,Net Banking,Verified
INV001933,2024-11-16,118636,Lumpsum,143680.0,Rajasthan,Udaipur,B30,26-35,Male,16.4,Net Banking,Verified
INV003658,2024-11-16,148568,SIP,3179.0,West Bengal,Kolkata,T30,26-35,Male,6.3,Cheque,Verified
INV004881,2024-11-16,118636,SIP,9271.0,Delhi,New Delhi,T30,18-25,Male,3.8,UPI,Verified
INV000239,2024-11-16,125497,Redemption,55335.0,Punjab,Amritsar,B30,36-45,Female,13.2,Cheque,Verified
INV002915,2024-11-16,149323,SIP,2464.0,West Bengal,Kolkata,T30,18-25,Male,7.7,UPI,Verified
INV004837,2024-11-16,119092,Lumpsum,118662.0,Punjab,Amritsar,B30,18-25,Male,5.7,Net Banking,Verified
INV004797,2024-11-16,119094,Lumpsum,69525.0,Gujarat,Ahmedabad,T30,56+,Male,18.9,Mandate,Verified
INV002639,2024-11-17,118633,SIP,3345.0,Gujarat,Ahmedabad,T30,36-45,Male,20.7,Net Banking,Verified
INV002640,2024-11-17,101208,SIP,20117.0,Haryana,Faridabad,B30,56+,Female,50.5,UPI,Verified
INV002868,2024-11-17,101206,Lumpsum,163011.0,Gujarat,Ahmedabad,T30,26-35,Female,24.7,UPI,Pending
INV004621,2024-11-17,100033,Lumpsum,323636.0,Punjab,Amritsar,B30,36-45,Female,16.9,Net Banking,Verified
INV004348,2024-11-17,118635,SIP,28127.0,Delhi,New Delhi,T30,26-35,Female,13.4,Mandate,Verified
INV002195,2024-11-17,100033,SIP,2244.0,Telangana,Hyderabad,T30,26-35,Male,24.5,Cheque,Verified
INV002445,2024-11-17,119551,SIP,5471.0,Punjab,Chandigarh,T30,26-35,Male,9.5,UPI,Verified
INV004753,2024-11-17,119094,SIP,476.0,Karnataka,Mysore,B30,36-45,Female,18.4,UPI,Verified
INV001528,2024-11-17,101208,Lumpsum,369321.0,Telangana,Hyderabad,T30,26-35,Female,20.7,Cheque,Verified
INV002819,2024-11-17,119094,SIP,5462.0,West Bengal,Kolkata,T30,26-35,Male,24.1,Net Banking,Verified
INV004078,2024-11-17,101207,SIP,3164.0,Delhi,Noida,T30,18-25,Male,3.8,Mandate,Verified
INV002849,2024-11-17,118634,Redemption,391715.0,Madhya Pradesh,Indore,T30,26-35,Male,21.3,UPI,Verified
INV000548,2024-11-17,119120,SIP,2584.0,Karnataka,Mysore,B30,36-45,Male,53.2,Cheque,Verified
INV004272,2024-11-17,149322,SIP,2229.0,Madhya Pradesh,Bhopal,B30,46-55,Female,25.5,Net Banking,Verified
INV002859,2024-11-17,120506,SIP,980.0,Madhya Pradesh,Indore,T30,26-35,Male,20.1,Mandate,Verified
INV002360,2024-11-17,101206,SIP,44955.0,Maharashtra,Mumbai,T30,26-35,Male,11.6,Net Banking,Verified
INV003382,2024-11-17,118633,SIP,23984.0,Karnataka,Bangalore,T30,26-35,Male,19.8,UPI,Verified
INV002516,2024-11-17,120504,Lumpsum,373001.0,Uttar Pradesh,Agra,B30,36-45,Female,39.6,Mandate,Verified
INV001920,2024-11-17,119093,SIP,25012.0,Madhya Pradesh,Indore,T30,36-45,Female,24.5,UPI,Verified
INV004593,2024-11-17,102887,SIP,5853.0,Punjab,Amritsar,B30,26-35,Male,13.7,Cheque,Pending
INV002319,2024-11-17,102887,Redemption,85268.0,Karnataka,Mysore,B30,26-35,Male,8.7,Cheque,Verified
INV004290,2024-11-17,119095,Lumpsum,417645.0,Gujarat,Ahmedabad,T30,46-55,Male,41.9,Mandate,Pending
INV003259,2024-11-17,100025,SIP,1796.0,West Bengal,Kolkata,T30,56+,Male,42.1,Cheque,Verified
INV004006,2024-11-17,100033,Lumpsum,96771.0,Tamil Nadu,Coimbatore,B30,56+,Male,59.1,UPI,Verified
INV000356,2024-11-17,120506,SIP,2987.0,Haryana,Faridabad,B30,56+,Male,71.7,Mandate,Verified
INV000177,2024-11-17,125498,SIP,17069.0,Rajasthan,Jaipur,T30,26-35,Male,17.6,Mandate,Verified
INV002419,2024-11-17,120841,Redemption,12481.0,Madhya Pradesh,Bhopal,B30,36-45,Male,58.7,Mandate,Verified
INV004614,2024-11-17,120504,Redemption,255699.0,Delhi,New Delhi,T30,18-25,Male,7.7,UPI,Verified
INV003568,2024-11-17,149323,SIP,12644.0,Tamil Nadu,Chennai,T30,18-25,Female,5.3,UPI,Verified
INV002883,2024-11-17,148568,SIP,7203.0,West Bengal,Kolkata,T30,26-35,Female,12.5,Mandate,Verified
INV004333,2024-11-17,100016,Lumpsum,229582.0,Telangana,Hyderabad,T30,36-45,Female,14.8,UPI,Verified
INV002051,2024-11-17,148569,Lumpsum,164635.0,Gujarat,Ahmedabad,T30,46-55,Female,56.2,Mandate,Verified
INV003698,2024-11-17,125497,Redemption,196705.0,Madhya Pradesh,Bhopal,B30,36-45,Female,41.5,Cheque,Verified
INV003627,2024-11-17,118636,Redemption,262944.0,Telangana,Hyderabad,T30,36-45,Male,39.9,Net Banking,Verified
INV001442,2024-11-17,125497,SIP,2115.0,Uttar Pradesh,Lucknow,T30,26-35,Male,16.2,Net Banking,Verified
INV000268,2024-11-17,119092,SIP,6621.0,Haryana,Gurugram,T30,18-25,Female,4.7,Mandate,Verified
INV004477,2024-11-17,100025,Lumpsum,264119.0,Delhi,Gurugram,T30,46-55,Female,88.3,Mandate,Verified
INV001751,2024-11-17,119551,SIP,3586.0,Tamil Nadu,Coimbatore,B30,18-25,Male,6.8,Mandate,Verified
INV004354,2024-11-17,118635,SIP,4850.0,Uttar Pradesh,Kanpur,B30,26-35,Female,17.8,Cheque,Pending
INV000230,2024-11-17,125498,Lumpsum,46681.0,Haryana,Faridabad,B30,18-25,Male,3.3,Mandate,Verified
INV004638,2024-11-17,118634,SIP,7921.0,Delhi,New Delhi,T30,26-35,Male,6.3,UPI,Verified
INV001687,2024-11-17,120505,SIP,2728.0,West Bengal,Kolkata,T30,26-35,Male,7.6,Cheque,Verified
INV002890,2024-11-17,101207,SIP,2439.0,Rajasthan,Jaipur,T30,36-45,Female,49.2,Cheque,Verified
INV001844,2024-11-17,148569,Lumpsum,78897.0,West Bengal,Kolkata,T30,26-35,Female,18.8,UPI,Verified
INV000672,2024-11-17,118634,SIP,528.0,Rajasthan,Jaipur,T30,26-35,Male,18.8,Mandate,Pending
INV004928,2024-11-17,120844,SIP,3046.0,Maharashtra,Pune,T30,36-45,Male,17.1,Net Banking,Verified
INV003075,2024-11-17,118633,Lumpsum,316255.0,Delhi,Gurugram,T30,46-55,Male,83.5,Cheque,Pending
INV002199,2024-11-17,120843,SIP,9805.0,Gujarat,Ahmedabad,T30,26-35,Male,18.6,Net Banking,Verified
INV000995,2024-11-17,120844,Redemption,38284.0,Delhi,New Delhi,T30,56+,Male,34.6,Mandate,Verified
INV004794,2024-11-17,119093,Redemption,117827.0,Rajasthan,Udaipur,B30,36-45,Female,46.0,Mandate,Pending
INV000474,2024-11-17,118632,SIP,5345.0,Madhya Pradesh,Bhopal,B30,46-55,Male,83.3,Cheque,Verified
INV001210,2024-11-17,148569,SIP,53456.0,Uttar Pradesh,Agra,B30,36-45,Male,25.5,Cheque,Pending
INV000113,2024-11-17,102886,SIP,1104.0,Punjab,Chandigarh,T30,26-35,Female,7.3,UPI,Verified
INV001848,2024-11-17,125498,Redemption,257649.0,Punjab,Chandigarh,T30,26-35,Male,10.9,UPI,Verified
INV004639,2024-11-17,120507,SIP,420.0,Rajasthan,Jaipur,T30,18-25,Female,6.0,Cheque,Verified
INV003297,2024-11-17,119598,Lumpsum,291182.0,Madhya Pradesh,Bhopal,B30,36-45,Female,16.3,Cheque,Verified
INV001058,2024-11-17,120843,Lumpsum,500543.0,Uttar Pradesh,Kanpur,B30,36-45,Male,28.2,UPI,Verified
INV000299,2024-11-17,120507,SIP,2363.0,Delhi,Noida,T30,26-35,Male,24.4,Mandate,Verified
INV004857,2024-11-17,120507,Redemption,329464.0,Delhi,Noida,T30,26-35,Male,15.3,UPI,Verified
INV004821,2024-11-17,120505,Lumpsum,250071.0,Tamil Nadu,Coimbatore,B30,26-35,Female,21.6,Net Banking,Verified
INV004519,2024-11-18,101206,Redemption,297129.0,Tamil Nadu,Coimbatore,B30,18-25,Female,6.2,Net Banking,Verified
INV001867,2024-11-18,119120,Lumpsum,279654.0,Rajasthan,Jaipur,T30,26-35,Male,22.1,Cheque,Verified
INV001970,2024-11-18,120503,Lumpsum,211064.0,Gujarat,Surat,T30,36-45,Male,55.1,Net Banking,Verified
INV002328,2024-11-18,101206,Lumpsum,170601.0,Haryana,Gurugram,T30,26-35,Male,11.6,Mandate,Verified
INV002966,2024-11-18,120841,SIP,50434.0,Gujarat,Ahmedabad,T30,26-35,Female,18.4,Net Banking,Verified
INV003438,2024-11-18,101206,Lumpsum,390383.0,Delhi,Noida,T30,26-35,Female,19.6,UPI,Verified
INV001148,2024-11-18,118635,SIP,2876.0,Punjab,Chandigarh,T30,56+,Male,26.7,Cheque,Verified
INV004278,2024-11-18,102885,Redemption,203037.0,Punjab,Chandigarh,T30,26-35,Male,21.8,Mandate,Verified
INV001238,2024-11-18,148569,Lumpsum,89158.0,Haryana,Gurugram,T30,26-35,Male,17.9,UPI,Verified
INV002043,2024-11-18,120842,SIP,2238.0,Uttar Pradesh,Lucknow,T30,18-25,Male,6.7,Cheque,Verified
INV004241,2024-11-18,119552,SIP,26095.0,Maharashtra,Mumbai,T30,36-45,Male,18.9,UPI,Pending
INV003342,2024-11-18,118633,SIP,26198.0,Tamil Nadu,Chennai,T30,56+,Male,32.8,Mandate,Verified
INV003753,2024-11-18,149322,SIP,15993.0,Punjab,Chandigarh,T30,36-45,Male,57.4,UPI,Verified
INV001956,2024-11-18,101206,SIP,42366.0,Rajasthan,Jaipur,T30,26-35,Male,22.1,UPI,Verified
INV000229,2024-11-18,120844,SIP,5453.0,Punjab,Amritsar,B30,26-35,Male,11.0,Cheque,Verified
INV002766,2024-11-18,100016,SIP,582.0,Punjab,Chandigarh,T30,26-35,Female,8.7,Cheque,Pending
INV003256,2024-11-18,149323,SIP,57874.0,Punjab,Amritsar,B30,46-55,Male,26.0,Cheque,Verified
INV001682,2024-11-18,119120,SIP,936.0,Telangana,Hyderabad,T30,26-35,Male,18.6,Net Banking,Verified
INV004224,2024-11-18,119093,SIP,485.0,Haryana,Faridabad,B30,56+,Male,34.4,Cheque,Verified
INV001662,2024-11-18,102887,SIP,43067.0,Delhi,Gurugram,T30,36-45,Male,45.6,Mandate,Verified
INV003811,2024-11-18,102885,SIP,8519.0,Gujarat,Surat,T30,46-55,Female,83.6,Net Banking,Verified
INV003546,2024-11-18,148569,Redemption,410493.0,West Bengal,Kolkata,T30,36-45,Male,16.2,Cheque,Verified
INV004523,2024-11-18,120507,Lumpsum,361932.0,Haryana,Gurugram,T30,26-35,Female,13.5,Net Banking,Verified
INV000279,2024-11-18,120841,Lumpsum,364198.0,Gujarat,Ahmedabad,T30,26-35,Male,12.4,Net Banking,Verified
INV002202,2024-11-18,120507,SIP,443.0,Madhya Pradesh,Indore,T30,18-25,Female,7.1,UPI,Verified
INV004414,2024-11-18,119095,SIP,2189.0,Uttar Pradesh,Lucknow,T30,26-35,Male,6.6,UPI,Verified
INV002499,2024-11-18,118633,Redemption,30102.0,Gujarat,Surat,T30,26-35,Male,23.0,Net Banking,Verified
INV001054,2024-11-18,125498,SIP,20112.0,Delhi,New Delhi,T30,36-45,Female,35.5,UPI,Verified
INV000570,2024-11-18,125498,Redemption,407049.0,Madhya Pradesh,Bhopal,B30,26-35,Male,16.2,Net Banking,Verified
INV004617,2024-11-18,119093,SIP,475.0,Karnataka,Bangalore,T30,26-35,Male,22.1,Mandate,Verified
INV000943,2024-11-18,149324,Lumpsum,565153.0,West Bengal,Kolkata,T30,18-25,Male,5.8,UPI,Verified
INV002098,2024-11-18,118634,SIP,2287.0,Gujarat,Ahmedabad,T30,26-35,Male,15.6,Cheque,Verified
INV001948,2024-11-18,120504,Lumpsum,467816.0,Tamil Nadu,Coimbatore,B30,18-25,Female,4.2,Cheque,Verified
INV003968,2024-11-18,101208,SIP,23022.0,Maharashtra,Mumbai,T30,46-55,Female,58.7,Mandate,Verified
INV003005,2024-11-18,120505,SIP,530.0,Punjab,Amritsar,B30,26-35,Male,24.5,UPI,Verified
INV002750,2024-11-18,120506,Redemption,264878.0,Madhya Pradesh,Bhopal,B30,36-45,Male,41.8,UPI,Verified
INV003961,2024-11-18,119094,Redemption,429565.0,Rajasthan,Udaipur,B30,46-55,Male,39.6,Cheque,Verified
INV004978,2024-11-18,119599,SIP,1937.0,Uttar Pradesh,Lucknow,T30,46-55,Male,34.3,Cheque,Verified
INV002579,2024-11-18,120843,SIP,13630.0,Maharashtra,Mumbai,T30,36-45,Male,30.1,UPI,Verified
INV000356,2024-11-18,120842,SIP,6732.0,Haryana,Faridabad,B30,56+,Male,71.7,Net Banking,Verified
INV000492,2024-11-18,102885,Redemption,532340.0,Telangana,Hyderabad,T30,36-45,Male,12.4,Mandate,Verified
INV001784,2024-11-18,118633,SIP,599.0,Madhya Pradesh,Bhopal,B30,26-35,Male,15.5,Net Banking,Verified
INV003247,2024-11-18,120505,Lumpsum,382326.0,Madhya Pradesh,Indore,T30,46-55,Female,93.1,Cheque,Verified
INV000926,2024-11-18,120504,SIP,1681.0,Delhi,New Delhi,T30,36-45,Male,46.1,Mandate,Verified
INV003206,2024-11-18,149323,Lumpsum,52980.0,Gujarat,Ahmedabad,T30,26-35,Male,24.1,Net Banking,Verified
INV002021,2024-11-18,120843,Lumpsum,149589.0,Maharashtra,Pune,T30,36-45,Male,38.6,Cheque,Verified
INV000469,2024-11-18,119093,Lumpsum,179215.0,Tamil Nadu,Coimbatore,B30,18-25,Male,4.7,Cheque,Verified
INV004984,2024-11-18,148567,SIP,6132.0,Uttar Pradesh,Agra,B30,46-55,Female,78.8,Mandate,Pending
INV001431,2024-11-18,148569,SIP,7057.0,Haryana,Gurugram,T30,56+,Male,59.4,Mandate,Verified
